state,state_ab,city,zip_code,pop,rent_median,family_median,hc_mortgage_median,hc_mortgage_samples,married,divorced,num_married,num_divorced
Virginia,VA,Naruna,24576,3300,528,54524,1024,647,0.67076,0.09091,2214,300
Virginia,VA,Milford,22514,5350,900,65812,1620,672,0.45421,0.03935,2430,211
Virginia,VA,Milford,22514,1601,874,66258,1481,274,0.65239,0.11038,1044,177
Virginia,VA,Milford,22514,3161,991,54439,1455,615,0.63997,0.08096,2023,256
Virginia,VA,Ruther Glen,22546,11896,1259,80074,1464,3202,0.61786,0.09306,7350,1107
Virginia,VA,Ashland,23005,2942,1093,61489,1258,653,0.50923,0.146,1498,430
Virginia,VA,Hillsville,24343,4523,516,50942,984,707,0.46197,0.16227,2089,734
Virginia,VA,Galax,24333,2073,493,54516,861,259,0.50957,0.1571,1056,326
Virginia,VA,Cana,24317,4704,616,41771,973,583,0.59841,0.09365,2815,441
Virginia,VA,Charles City,23030,1876,896,65535,1424,316,0.50063,0.1283,939,241
Virginia,VA,Charlotte C H,23923,5372,553,44913,1100,613,0.52865,0.07029,2840,378
Virginia,VA,Phenix,23959,2963,621,39536,933,369,0.43951,0.13706,1302,406
Virginia,VA,Saxe,23967,3978,557,45156,1077,449,0.47134,0.10549,1875,420
Virginia,VA,North Chesterfield,23236,2029,949,35651,1338,95,0.25802,0.17112,524,347
Virginia,VA,Chesterfield,23832,8135,1028,50566,1133,1106,0.44949,0.09375,3657,763
Virginia,VA,North Chesterfield,23235,6227,1226,77011,1326,1621,0.56121,0.07523,3495,468
Virginia,VA,North Chesterfield,23235,1534,1072,54527,1244,276,0.4177,0.14867,641,228
Virginia,VA,North Chesterfield,23237,2287,878,38398,991,290,0.42489,0.08184,972,187
Virginia,VA,North Chesterfield,23237,2493,701,33327,1151,104,0.36829,0.14065,918,351
Virginia,VA,North Chesterfield,23237,2545,892,43649,1070,235,0.39816,0.11259,1013,287
Virginia,VA,North Chesterfield,23237,3177,1250,45492,1239,533,0.48966,0.1464,1556,465
Virginia,VA,Chester,23831,6712,1279,68675,1426,1491,0.58447,0.09465,3923,635
Virginia,VA,Chester,23831,6361,1106,105265,1582,1666,0.60331,0.03347,3838,213
Virginia,VA,Chester,23831,5085,1020,80038,1452,936,0.51623,0.13962,2625,710
Virginia,VA,Colonial Heights,23834,6928,1784,101532,1821,1653,0.69915,0.0522,4844,362
Virginia,VA,Ettrick,23803,3285,929,53650,1171,183,0.14934,0.0172,491,57
Virginia,VA,South Chesterfield,23803,5067,1089,61339,1237,905,0.49689,0.13226,2518,670
Virginia,VA,Matoaca,23803,1978,1320,76787,1232,496,0.51935,0.10112,1027,200
Virginia,VA,Chesterfield,23838,7667,988,84955,1519,1679,0.596,0.08461,4570,649
Virginia,VA,Richmond,23234,4409,858,71980,1654,805,0.52174,0.09226,2300,407
Virginia,VA,North Chesterfield,23234,3542,1012,49447,1299,422,0.44804,0.04819,1587,171
Virginia,VA,North Chesterfield,23237,1516,1216,58048,1299,397,0.54446,0.16069,825,244
Virginia,VA,Chesterfield,23832,5857,1503,84475,1542,1413,0.6209,0.15242,3637,893
Virginia,VA,North Chesterfield,23237,3969,1043,78669,1316,960,0.57705,0.05537,2290,220
Virginia,VA,North Chesterfield,23237,4908,1194,75994,1292,1098,0.56969,0.06094,2796,299
Virginia,VA,Chesterfield,23832,3595,1096,64076,1143,621,0.36644,0.1392,1317,500
Virginia,VA,Chesterfield,23832,4021,1590,87257,1633,1034,0.56957,0.09517,2290,383
Virginia,VA,North Chesterfield,23234,6892,989,72905,1457,1417,0.50924,0.0827,3510,570
Virginia,VA,Chesterfield,23832,2992,1016,77295,1540,614,0.48684,0.07648,1457,229
Virginia,VA,North Chesterfield,23237,5724,1169,91155,1642,1253,0.69738,0.07452,3992,427
Virginia,VA,North Chesterfield,23236,2784,966,63249,1451,439,0.44222,0.12466,1231,347
Virginia,VA,Midlothian,23113,4051,1266,67693,1451,808,0.46517,0.10035,1884,407
Virginia,VA,North Chesterfield,23235,1134,996,70845,1538,149,0.56091,0.13959,636,158
Virginia,VA,North Chesterfield,23235,6591,1233,78078,1421,1070,0.48462,0.08063,3194,531
Virginia,VA,North Chesterfield,23236,2350,1709,63230,1344,830,0.52621,0.10583,1237,249
Virginia,VA,Midlothian,23113,6013,1182,155922,2687,1482,0.81165,0.02912,4880,175
Virginia,VA,Midlothian,23114,8096,1278,101653,1823,1716,0.6727,0.04255,5446,344
Virginia,VA,Midlothian,23114,5865,1285,94957,2130,1150,0.63652,0.07697,3733,451
Virginia,VA,Midlothian,23114,3401,1209,106443,1712,793,0.59094,0.07451,2010,253
Virginia,VA,North Chesterfield,23236,3832,1628,114961,1653,1032,0.61042,0.03098,2339,119
Virginia,VA,Midlothian,23112,7656,1082,65864,1242,1470,0.58303,0.10988,4464,841
Virginia,VA,Midlothian,23113,3950,2249,157071,2278,1023,0.76934,0.01727,3039,68
Virginia,VA,Midlothian,23112,6231,1384,109954,1641,1680,0.66903,0.06703,4169,418
Virginia,VA,Midlothian,23112,4613,1238,131674,1872,1187,0.65365,0.06261,3015,289
Virginia,VA,Chesterfield,23832,6006,1145,121789,1911,1428,0.6041,0.04966,3628,298
Virginia,VA,Midlothian,23112,7970,1801,115150,1857,2077,0.7349,0.03658,5857,292
Virginia,VA,Midlothian,23112,3206,1658,95086,1595,920,0.6069,0.08352,1946,268
Virginia,VA,Midlothian,23112,5235,1268,82937,1385,925,0.50047,0.14186,2620,743
Virginia,VA,Boyce,22620,2873,1131,99628,1966,621,0.54869,0.14964,1576,430
Virginia,VA,New Castle,24127,5212,563,71700,1328,897,0.60554,0.21713,3156,1132
Virginia,VA,Culpeper,22701,8090,1426,98500,1909,2106,0.69759,0.09433,5644,763
Virginia,VA,Culpeper,22701,7339,1205,84989,1780,1252,0.62963,0.05514,4621,405
Virginia,VA,Culpeper,22701,6201,1144,75177,1743,1286,0.64131,0.11273,3977,699
Virginia,VA,Culpeper,22701,5077,797,62639,1507,994,0.58022,0.10646,2946,540
Virginia,VA,Culpeper,22701,5576,1058,56176,1402,816,0.5377,0.09529,2998,531
Virginia,VA,Cumberland,23040,6259,803,50609,1199,1239,0.51255,0.10699,3208,670
Virginia,VA,Clintwood,24228,2657,496,53617,999,294,0.60996,0.12344,1621,328
Virginia,VA,Clintwood,24228,5077,546,45110,959,703,0.52821,0.1506,2682,765
Virginia,VA,South Chesterfield,23803,6259,1116,62182,1345,1114,0.46528,0.13436,2912,841
Virginia,VA,Petersburg,23803,1136,876,48893,1117,122,0.27813,0.10469,316,119
Virginia,VA,Petersburg,23803,3181,924,52181,1348,427,0.32678,0.12373,1039,394
Virginia,VA,Tappahannock,22560,3609,835,63383,1170,694,0.47872,0.12836,1728,463
Virginia,VA,Tappahannock,22560,3435,868,57128,982,546,0.50038,0.15149,1719,520
Virginia,VA,Alexandria,22307,3027,1504,120308,1885,849,0.47532,0.10476,1439,317
Virginia,VA,Alexandria,22307,3647,2369,118879,2127,894,0.61882,0.0453,2257,165
Virginia,VA,Alexandria,22306,2995,1717,146210,2766,534,0.74005,0.05747,2216,172
Virginia,VA,Alexandria,22306,6067,652,122811,2646,1094,0.59317,0.03805,3599,231
Virginia,VA,Alexandria,22306,2776,3155,216304,3444,763,0.69669,0.04248,1934,118
Virginia,VA,Alexandria,22308,5004,2828,191546,3182,1160,0.78452,0.03786,3926,189
Virginia,VA,Alexandria,22309,3201,2702,177928,2475,805,0.68805,0.06151,2202,197
Virginia,VA,Lorton,22079,5367,2625,72359,549,9,0.74424,0.02776,3994,149
Virginia,VA,Lorton,22079,5367,2625,72359,549,9,0.74424,0.02776,3994,149
Virginia,VA,Lorton,22079,1983,2265,158974,2830,513,0.64908,0.11902,1287,236
Virginia,VA,Springfield,22150,3724,1923,91123,2312,774,0.50909,0.08182,1896,305
Virginia,VA,Alexandria,22310,4008,2099,129275,2360,929,0.68681,0.03379,2753,135
Virginia,VA,Alexandria,22310,2591,2459,154787,2769,600,0.60524,0.05332,1568,138
Virginia,VA,Alexandria,22310,5744,2104,134056,2466,1468,0.59907,0.05734,3441,329
Virginia,VA,Alexandria,22303,3370,1490,87223,2335,473,0.40121,0.10242,1352,345
Virginia,VA,Alexandria,22303,1745,1782,113147,2338,444,0.53415,0.0939,932,164
Virginia,VA,Alexandria,22303,1920,1797,102460,1685,290,0.44596,0.08305,856,159
Virginia,VA,Alexandria,22303,4491,1556,96948,2274,692,0.56367,0.05168,2531,232
Virginia,VA,Alexandria,22310,4199,2306,127602,2320,938,0.6938,0.0487,2913,204
Virginia,VA,Alexandria,22310,4093,1935,123783,2509,732,0.60919,0.04342,2493,178
Virginia,VA,Springfield,22150,2916,1987,96681,2258,624,0.61991,0.06066,1808,177
Virginia,VA,Alexandria,22315,5008,1792,100535,2411,670,0.58542,0.03475,2932,174
Virginia,VA,Alexandria,22315,5020,2007,157213,2699,1308,0.64507,0.09475,3238,476
Virginia,VA,Alexandria,22315,2093,2795,158792,2549,455,0.66995,0.01601,1402,34
Virginia,VA,Alexandria,22306,8796,1390,53392,2291,514,0.62362,0.04663,5485,410
Virginia,VA,Alexandria,22306,6858,985,63026,1862,807,0.53385,0.05666,3661,389
Virginia,VA,Alexandria,22309,5352,1451,54182,1661,739,0.53699,0.12933,2874,692
Virginia,VA,Fort Belvoir,22060,3234,2213,70250,NaN,NaN,0.57155,0.04538,1848,147
Virginia,VA,Lorton,22079,5740,1900,108118,2543,1293,0.60811,0.10931,3491,627
Virginia,VA,Alexandria,22315,2352,1815,97802,2305,486,0.41818,0.15187,984,357
Virginia,VA,Alexandria,22310,2618,2524,165840,2506,702,0.73011,0.06042,1911,158
Virginia,VA,Fairfax,22032,3013,1893,122324,2261,665,0.56948,0.0654,1716,197
Virginia,VA,Fairfax,22032,4204,2304,146111,2340,1016,0.52611,0.02056,2212,86
Virginia,VA,Springfield,22151,7127,2364,124450,2215,1466,0.62667,0.05926,4466,422
Virginia,VA,Springfield,22150,3064,1965,100507,2237,681,0.53318,0.01312,1634,40
Virginia,VA,Springfield,22152,4312,1901,108443,2263,758,0.56197,0.09394,2423,405
Virginia,VA,Burke,22015,5069,1931,121429,2313,1234,0.6533,0.0736,3312,373
Virginia,VA,Springfield,22152,4233,2512,138591,2428,1054,0.68062,0.07117,2881,301
Virginia,VA,Springfield,22152,4702,2552,127565,2278,835,0.61963,0.05923,2914,278
Virginia,VA,Burke,22015,4291,1945,111536,1986,878,0.60137,0.04455,2580,191
Virginia,VA,Burke,22015,3083,2837,179543,2913,771,0.70787,0.0297,2182,92
Virginia,VA,Burke,22015,2505,1701,104617,1843,422,0.55319,0.09865,1386,247
Virginia,VA,Burke,22015,4798,2121,118872,2348,1032,0.58748,0.04601,2819,221
Virginia,VA,Burke,22015,5232,2062,147244,2623,1144,0.67882,0.04002,3552,209
Virginia,VA,Burke,22015,3720,2558,172564,2673,792,0.65149,0.0165,2424,61
Virginia,VA,Springfield,22153,5182,2391,142154,2658,1047,0.63393,0.05639,3285,292
Virginia,VA,Springfield,22152,5498,2542,154758,2631,1205,0.66246,0.01914,3642,105
Virginia,VA,Springfield,22153,4666,2360,154003,2495,1152,0.68011,0.05801,3173,271
Virginia,VA,Springfield,22153,4453,2013,96011,1894,906,0.50717,0.09768,2258,435
Virginia,VA,Fairfax,22031,7531,1867,148725,2835,1232,0.61659,0.05922,4644,446
Virginia,VA,Annandale,22003,2776,2910,176228,2793,636,0.73257,0.01719,2034,48
Virginia,VA,Fairfax,22032,5197,2478,155037,2571,1160,0.61211,0.05487,3181,285
Virginia,VA,Annandale,22003,3115,2930,159512,2731,692,0.66171,0.03915,2061,122
Virginia,VA,Annandale,22003,5712,2469,159544,2532,1218,0.66514,0.02608,3799,149
Virginia,VA,Fairfax,22032,6618,1054,166016,2851,1360,0.62053,0.06996,4107,463
Virginia,VA,Falls Church,22042,4488,1881,70047,2441,515,0.4592,0.04943,2061,222
Virginia,VA,Falls Church,22044,2854,2364,166917,2618,539,0.64279,0.12989,1835,371
Virginia,VA,Falls Church,22042,4430,1454,67191,2057,640,0.51786,0.06429,2294,285
Virginia,VA,Annandale,22003,4544,1550,48933,2889,147,0.40204,0.02839,1827,129
Virginia,VA,Falls Church,22044,1861,2116,204545,3340,451,0.67932,0.09162,1264,171
Virginia,VA,Falls Church,22044,2468,2612,166365,2971,628,0.71754,0.02847,1771,70
Virginia,VA,Falls Church,22041,2699,1358,83169,1507,381,0.61227,0.10781,1653,291
Virginia,VA,Annandale,22003,2788,256,110716,2424,496,0.67765,0.03605,1889,101
Virginia,VA,Annandale,22003,3766,1595,97290,2653,472,0.54826,0.08981,2065,338
Virginia,VA,Annandale,22003,5067,1615,66980,2371,307,0.46218,0.07703,2342,390
Virginia,VA,Springfield,22151,7039,1528,111178,2279,1177,0.55773,0.03778,3926,266
Virginia,VA,Alexandria,22312,5430,1563,38057,2589,210,0.46909,0.0511,2547,277
Virginia,VA,Alexandria,22312,7109,1813,102050,2242,1036,0.47368,0.10559,3367,751
Virginia,VA,Alexandria,22312,5436,1349,73522,2256,652,0.55155,0.04732,2998,257
Virginia,VA,Arlington,22206,3118,1447,83536,1723,560,0.50336,0.07916,1569,247
Virginia,VA,Vienna,22182,4264,3604,207580,3642,961,0.74925,0.00541,3195,23
Virginia,VA,Vienna,22182,2677,2417,183879,3218,532,0.69935,0.05976,1872,160
Virginia,VA,Vienna,22180,4514,2577,151971,2869,874,0.6578,0.04958,2969,224
Virginia,VA,Vienna,22181,7733,1754,143066,2986,1442,0.69231,0.04496,5354,348
Virginia,VA,Oakton,22124,4525,2608,195971,3310,1165,0.75331,0.04212,3409,191
Virginia,VA,Fairfax,22030,5736,2070,137042,2508,1343,0.64236,0.10612,3685,609
Virginia,VA,Vienna,22181,6438,2301,162380,2628,1254,0.54378,0.06354,3501,409
Virginia,VA,Fairfax,22031,6649,2037,136593,2403,1139,0.60039,0.02506,3992,167
Virginia,VA,Fairfax,22031,6855,1958,123842,2054,1033,0.49634,0.07315,3402,501
Virginia,VA,Oakton,22124,5516,1889,139302,2132,1223,0.58236,0.05119,3212,282
Virginia,VA,Fairfax,22031,4200,1474,93212,1892,517,0.51077,0.03378,2145,142
Virginia,VA,Oakton,22124,1939,1478,44057,NaN,NaN,0.49191,0.06199,954,120
Virginia,VA,Mclean,22101,5716,3082,171576,3224,1139,0.66812,0.04603,3819,263
Virginia,VA,Mclean,22101,3092,2658,165330,3479,597,0.66961,0.05124,2070,158
Virginia,VA,Falls Church,22043,2102,2384,183374,2624,551,0.60429,0.00477,1270,10
Virginia,VA,Falls Church,22043,6872,2124,117074,2767,1057,0.53449,0.03466,3673,238
Virginia,VA,Falls Church,22043,3404,1707,104084,1967,416,0.61151,0.06187,2082,211
Virginia,VA,Falls Church,22043,1912,2149,158929,2800,459,0.5248,0.03786,1003,72
Virginia,VA,Vienna,22182,2281,2148,95678,2151,290,0.70833,0.00941,1616,21
Virginia,VA,Great Falls,22066,4269,3283,208096,4044,1032,0.79935,0.01097,3412,47
Virginia,VA,Sterling,20165,6324,2905,225817,4130,1406,0.72251,0.02319,4569,147
Virginia,VA,Herndon,20170,5860,2400,179056,2566,1513,0.69022,0.01676,4045,98
Virginia,VA,Reston,20194,2042,1559,214585,2480,598,0.71637,0.05848,1463,119
Virginia,VA,Reston,20190,3289,1837,126220,2233,582,0.60332,0.06473,1984,213
Virginia,VA,Herndon,20170,5697,1813,95917,2055,999,0.54911,0.11225,3128,639
Virginia,VA,Herndon,20170,3544,1756,118217,2344,684,0.65235,0.07383,2312,262
Virginia,VA,Herndon,20170,3534,1804,94686,2633,619,0.50509,0.03057,1785,108
Virginia,VA,Herndon,20170,4193,1745,91982,1852,477,0.47491,0.14236,1991,597
Virginia,VA,Herndon,20171,2485,1740,115819,2153,225,0.67396,0.02995,1675,74
Virginia,VA,Herndon,20171,3598,1975,153360,2346,219,0.6048,0.06704,2176,241
Virginia,VA,Herndon,20171,3378,1487,105825,2246,473,0.59762,0.05159,2019,174
Virginia,VA,Herndon,20171,5365,2825,199914,2774,1141,0.68426,0.06838,3671,367
Virginia,VA,Herndon,20171,5603,2289,181409,2830,1225,0.63902,0.05514,3580,309
Virginia,VA,Reston,20191,1240,2789,179218,2744,297,0.75599,0.04575,937,57
Virginia,VA,Reston,20191,6467,1353,99534,2112,1023,0.5461,0.03982,3532,258
Virginia,VA,Reston,20191,2289,1962,208668,3140,528,0.74219,0.03013,1699,69
Virginia,VA,Herndon,20171,3455,NaN,208969,3462,837,0.72693,0.05797,2512,200
Virginia,VA,Fairfax,22033,6185,2596,191737,3406,1573,0.66889,0.02357,4137,146
Virginia,VA,Reston,20190,5900,1588,154680,2514,999,0.56626,0.09634,3341,568
Virginia,VA,Reston,20194,4998,2468,196031,2896,1282,0.69529,0.06311,3475,315
Virginia,VA,Reston,20190,3580,1869,149107,2718,980,0.60151,0.12826,2153,459
Virginia,VA,Reston,20190,2622,1580,79605,2202,182,0.57046,0.05888,1496,154
Virginia,VA,Reston,20190,3144,1528,102428,2150,521,0.4527,0.10792,1423,339
Virginia,VA,Reston,20190,3941,2229,173808,2877,911,0.54881,0.12491,2163,492
Virginia,VA,Reston,20191,4393,1436,64554,1841,588,0.47775,0.08714,2099,383
Virginia,VA,Herndon,20171,3239,2516,164784,2370,854,0.69435,0.05822,2249,189
Virginia,VA,Herndon,20171,5154,1321,196722,2831,1258,0.76541,0.02283,3945,118
Virginia,VA,Herndon,20171,5531,2432,192068,2986,1379,0.72736,0.02191,4023,121
Virginia,VA,Fairfax,22033,7432,1916,179714,2612,1583,0.57818,0.11015,4297,819
Virginia,VA,Centreville,20120,5299,1403,164199,2474,1119,0.6338,0.11298,3359,599
Virginia,VA,Centreville,20121,2940,1529,99499,2275,438,0.4741,0.10916,1394,321
Virginia,VA,Centreville,20120,2009,1143,213859,3262,500,0.71576,0.0168,1438,34
Virginia,VA,Centreville,20120,5900,1662,103291,1844,1381,0.57905,0.04911,3416,290
Virginia,VA,Centreville,20121,1604,1682,67005,NaN,NaN,0.41003,0.03835,658,62
Virginia,VA,Centreville,20121,4473,1669,92225,2014,979,0.45872,0.15996,2052,716
Virginia,VA,Centreville,20121,5116,1890,104771,1915,973,0.53533,0.07168,2739,367
Virginia,VA,Centreville,20121,4782,1891,92484,1849,900,0.66434,0.04779,3177,229
Virginia,VA,Clifton,20124,4015,2681,180421,2728,935,0.68989,0.0134,2770,54
Virginia,VA,Centreville,20121,3824,2203,144273,2243,961,0.53071,0.02445,2029,93
Virginia,VA,Chantilly,20151,4622,1452,85416,1790,904,0.58164,0.0573,2688,265
Virginia,VA,Chantilly,20151,5956,1904,96012,2175,994,0.55722,0.04158,3319,248
Virginia,VA,Fairfax,22030,4869,1799,96761,2276,316,0.50177,0.13823,2443,673
Virginia,VA,Fairfax,22030,5286,1746,119032,2572,817,0.43236,0.05908,2285,312
Virginia,VA,Fairfax,22033,2924,1870,144523,2694,750,0.77178,0.06432,2257,188
Virginia,VA,Fairfax Station,22039,2882,3498,205612,3936,770,0.73759,0.01766,2126,51
Virginia,VA,Lorton,22079,4639,1802,120187,1886,1257,0.49845,0.10331,2312,479
Virginia,VA,Springfield,22153,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
Virginia,VA,Herndon,20171,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
Virginia,VA,Mclean,22101,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
Virginia,VA,Mclean,22101,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
Virginia,VA,Marshall,20115,5303,988,92594,2163,835,0.58927,0.16098,3125,854
Virginia,VA,Nokesville,20181,5546,1710,122311,2514,1279,0.63379,0.06621,3515,367
Virginia,VA,Warrenton,20187,5904,1384,122477,2283,1351,0.6681,0.04465,3944,264
Virginia,VA,Bealeton,22712,3674,1142,89727,1955,614,0.5734,0.05996,2107,220
Virginia,VA,Remington,22734,5882,1110,74891,1689,1070,0.58508,0.05315,3441,313
Virginia,VA,Bealeton,22712,2279,1354,86716,1874,402,0.58041,0.09278,1323,211
Virginia,VA,Floyd,24091,6471,534,61764,923,1138,0.62996,0.08288,4076,536
Virginia,VA,Palmyra,22963,4844,936,65495,1245,1179,0.64432,0.07728,3121,374
Virginia,VA,Wirtz,24184,5123,837,81038,1677,1380,0.85163,0.05426,4363,278
Virginia,VA,Hardy,24101,6538,788,69696,1334,1448,0.67051,0.08247,4384,539
Virginia,VA,Callaway,24067,7753,718,63103,1167,1424,0.65925,0.08455,5111,656
Virginia,VA,Rocky Mount,24151,6708,611,45390,1050,811,0.48443,0.13106,3250,879
Virginia,VA,Clear Brook,22624,3980,1186,99244,1859,983,0.68372,0.05864,2721,233
Virginia,VA,Winchester,22603,6357,1194,81644,1514,1474,0.66438,0.05782,4223,368
Virginia,VA,Winchester,22602,7253,1345,84439,1602,1758,0.59712,0.06533,4331,474
Virginia,VA,Stephens City,22655,7179,1117,80593,1287,1517,0.5406,0.12105,3881,869
Virginia,VA,Winchester,22602,4308,994,76623,1666,817,0.61266,0.10759,2639,463
Virginia,VA,Winchester,22603,6669,1151,51730,1129,708,0.46542,0.17673,3104,1179
Virginia,VA,Narrows,24124,5491,611,55973,913,1042,0.58812,0.10784,3229,592
Virginia,VA,Narrows,24124,5759,595,54391,955,858,0.55518,0.1018,3197,586
Virginia,VA,Gloucester,23061,5512,1257,77733,1516,1218,0.72605,0.05893,4002,325
Virginia,VA,Gloucester,23061,4029,782,102044,1418,749,0.5808,0.07473,2340,301
Virginia,VA,Hayes,23072,4959,823,70733,1367,876,0.67127,0.12873,3329,638
Virginia,VA,Gloucester,23061,5745,990,64630,1418,1295,0.49938,0.12443,2869,715
Virginia,VA,Hayes,23072,1428,1049,66628,1546,278,0.53092,0.15234,758,218
Virginia,VA,Goochland,23063,4132,1144,70105,1239,978,0.59455,0.10018,2457,414
Virginia,VA,Fries,24330,2815,538,37427,972,390,0.58326,0.15482,1642,436
Virginia,VA,Independence,24348,3201,407,48478,952,440,0.52471,0.13849,1680,443
Virginia,VA,Troutdale,24378,2085,512,43673,917,230,0.67456,0.08402,1406,175
Virginia,VA,Stanardsville,22973,5568,999,62938,1302,1087,0.59401,0.07512,3307,418
Virginia,VA,Ruckersville,22968,9544,719,80874,1613,2290,0.67852,0.05928,6476,566
Virginia,VA,Nathalie,24577,4975,540,43212,1004,689,0.46883,0.11986,2332,596
Virginia,VA,Alton,24520,4657,614,49295,1057,691,0.56655,0.13133,2638,612
Virginia,VA,South Boston,24592,3733,615,53877,1070,492,0.67347,0.0869,2514,324
Virginia,VA,Scottsburg,24589,3966,568,60960,1206,614,0.52945,0.13642,2100,541
Virginia,VA,Montpelier,23192,6187,1120,103020,1884,1441,0.57252,0.06904,3542,427
Virginia,VA,Ashland,23005,4624,995,86085,1865,798,0.72638,0.06725,3359,311
Virginia,VA,Ashland,23005,4282,907,55897,1244,413,0.29849,0.11905,1278,510
Virginia,VA,Ashland,23005,3124,1276,92459,1643,606,0.6259,0.06155,1955,192
Virginia,VA,Mechanicsville,23116,5280,1342,117376,1875,1192,0.6468,0.04433,3415,234
Virginia,VA,Mechanicsville,23116,7829,1161,105287,1790,1609,0.66069,0.05377,5173,421
Virginia,VA,Mechanicsville,23111,3401,1072,75194,1698,654,0.55625,0.08594,1892,292
Virginia,VA,Mechanicsville,23116,7803,1361,90793,1509,1897,0.63754,0.08284,4975,646
Virginia,VA,Mechanicsville,23111,5645,1012,74840,1500,1396,0.62703,0.08407,3540,475
Virginia,VA,Mechanicsville,23111,4594,1369,77654,1428,1016,0.54345,0.14686,2497,675
Virginia,VA,Mechanicsville,23111,3785,980,64620,1338,556,0.49058,0.14619,1857,553
Virginia,VA,Mechanicsville,23116,2182,997,84507,1832,417,0.63519,0.08262,1386,180
Virginia,VA,Richmond,23229,4959,922,64412,1433,608,0.46909,0.1423,2326,706
Virginia,VA,Richmond,23235,2829,2448,206323,3282,493,0.73768,0.00528,2087,15
Virginia,VA,Richmond,23233,4927,1110,72849,1681,714,0.61866,0.10023,3048,494
Virginia,VA,Glen Allen,23060,9224,1026,122176,1923,2057,0.61748,0.07232,5696,667
Virginia,VA,Richmond,23233,7249,1324,124165,1939,1533,0.6482,0.08276,4699,600
Virginia,VA,Richmond,23233,4587,1628,124679,1834,1175,0.63531,0.05257,2914,241
Virginia,VA,Richmond,23233,3401,964,48024,1345,450,0.50287,0.08436,1710,287
Virginia,VA,Richmond,23229,4035,1141,71518,1465,232,0.62087,0.05004,2505,202
Virginia,VA,Richmond,23233,5107,1256,136439,2091,832,0.58195,0.12537,2972,640
Virginia,VA,Glen Allen,23059,13613,1540,141721,2588,2448,0.73359,0.03476,9986,473
Virginia,VA,Richmond,23229,3986,1042,124144,2096,952,0.70419,0.03294,2807,131
Virginia,VA,Richmond,23230,1231,1054,96887,1723,275,0.4751,0.04772,585,59
Virginia,VA,Richmond,23226,3389,1180,62477,1330,501,0.50176,0.0753,1700,255
Virginia,VA,Richmond,23294,4140,1027,52752,1368,607,0.51969,0.10071,2152,417
Virginia,VA,Richmond,23230,3402,929,45234,1198,395,0.49415,0.08963,1681,305
Virginia,VA,Glen Allen,23060,9212,1264,93677,1563,2470,0.61254,0.04332,5643,399
Virginia,VA,Richmond,23273,5096,926,38689,1060,166,0.33297,0.18236,1697,929
Virginia,VA,Richmond,23228,5125,1064,58925,1299,784,0.45134,0.06691,2313,343
Virginia,VA,Richmond,23228,4240,1119,71722,1362,934,0.58862,0.05691,2496,241
Virginia,VA,Richmond,23227,2019,1130,63945,1351,505,0.54458,0.10425,1100,210
Virginia,VA,Richmond,23227,5583,796,42471,1285,449,0.28919,0.11558,1615,645
Virginia,VA,Glen Allen,23060,7046,1224,77167,1661,1358,0.56614,0.13873,3989,977
Virginia,VA,Richmond,23228,4981,1116,73011,1293,1277,0.47224,0.10535,2352,525
Virginia,VA,Glen Allen,23059,4675,1443,81978,1512,1184,0.59011,0.14505,2759,678
Virginia,VA,Richmond,23222,2894,951,50681,1027,519,0.49904,0.18269,1444,529
Virginia,VA,Richmond,23223,4999,918,50068,1217,1239,0.45102,0.18177,2255,909
Virginia,VA,Henrico Virginia,23223,7110,1009,55674,1165,1266,0.42092,0.11598,2993,825
Virginia,VA,Highland Springs,23075,6086,819,49281,1254,1008,0.39625,0.07612,2412,463
Virginia,VA,Sandston,23150,6231,971,68066,1324,1105,0.47295,0.0855,2947,533
Virginia,VA,Sandston,23150,4144,960,78050,1378,856,0.57765,0.11436,2394,474
Virginia,VA,Richmond,23231,2856,893,84190,1577,651,0.69231,0.09903,1977,283
Virginia,VA,Sandston,23150,3707,1092,54540,1163,855,0.55053,0.1059,2041,393
Virginia,VA,Sandston,23150,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
Virginia,VA,Penhook,24137,3506,536,48388,925,644,0.53511,0.08862,1876,311
Virginia,VA,Martinsville,24112,2703,665,50109,829,402,0.6202,0.07025,1676,190
Virginia,VA,Ridgeway,24148,3998,544,51039,977,661,0.67964,0.09014,2717,360
Virginia,VA,Ridgeway,24148,3483,513,48676,871,637,0.53977,0.11489,1880,400
Virginia,VA,Martinsville,24112,2083,720,37400,721,435,0.59545,0.12273,1240,256
Virginia,VA,Martinsville,24112,2343,558,36578,904,497,0.61058,0.16085,1431,377
Virginia,VA,Bassett,24055,3466,546,36298,808,464,0.54316,0.14386,1883,499
Virginia,VA,Monterey,24465,2244,468,55078,1056,296,0.66492,0.13717,1492,308
Virginia,VA,Smithfield,23430,3863,1023,72896,1564,686,0.53578,0.09561,2070,369
Virginia,VA,Smithfield,23430,4489,1310,111104,1924,1154,0.69041,0.06963,3099,313
